"","participant","controllerName","trialNumber","V5","condition","item","region","word","rt","sentence","match","position","logrt"
"25174","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",110,0,"HARPSICHORD-OBJ-Misma","23",10,"from",762,"While he was mowing the lawn%2C a number of neighbors waved at Nicole happily from behind Frank's hedges.","MM","o",6.63594655568665
"25175","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",110,0,"HARPSICHORD-OBJ-Misma","23",11,"behind",912,"While he was mowing the lawn%2C a number of neighbors waved at Nicole happily from behind Frank's hedges.","MM","o",6.81563999007433
"25176","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",110,0,"HARPSICHORD-OBJ-Misma","23",12,"Frank's",311,"While he was mowing the lawn%2C a number of neighbors waved at Nicole happily from behind Frank's hedges.","MM","o",5.73979291217923
"25177","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",110,0,"HARPSICHORD-OBJ-Misma","23",13,"hedges.",567,"While he was mowing the lawn%2C a number of neighbors waved at Nicole happily from behind Frank's hedges.","MM","o",6.34035930372775
"25314","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",73,0,"HARPSICHORD-OBJ-Match","14",1,"As soon as",230,"As soon as she got back to school%2C some students accused Samantha furiously of hacking the popular boy's Instagram account.","M","o",5.4380793089232
"25328","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",73,0,"HARPSICHORD-OBJ-Match","14",2,"she",386,"As soon as she got back to school%2C some students accused Samantha furiously of hacking the popular boy's Instagram account.","M","o",5.95583736946483
"25329","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",73,0,"HARPSICHORD-OBJ-Match","14",3,"got back",1078,"As soon as she got back to school%2C some students accused Samantha furiously of hacking the popular boy's Instagram account.","M","o",6.98286275146894
"25330","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",73,0,"HARPSICHORD-OBJ-Match","14",4,"to school%2C",571,"As soon as she got back to school%2C some students accused Samantha furiously of hacking the popular boy's Instagram account.","M","o",6.34738920965601
"25331","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",73,0,"HARPSICHORD-OBJ-Match","14",5,"some",672,"As soon as she got back to school%2C some students accused Samantha furiously of hacking the popular boy's Instagram account.","M","o",6.51025834052315
"25332","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",73,0,"HARPSICHORD-OBJ-Match","14",6,"students",1298,"As soon as she got back to school%2C some students accused Samantha furiously of hacking the popular boy's Instagram account.","M","o",7.16857989726403
"25333","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",73,0,"HARPSICHORD-OBJ-Match","14",7,"accused",501,"As soon as she got back to school%2C some students accused Samantha furiously of hacking the popular boy's Instagram account.","M","o",6.21660610108486
"25334","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",73,0,"HARPSICHORD-OBJ-Match","14",8,"Samantha",521,"As soon as she got back to school%2C some students accused Samantha furiously of hacking the popular boy's Instagram account.","M","o",6.25575004175337
"25335","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",73,0,"HARPSICHORD-OBJ-Match","14",9,"furiously",436,"As soon as she got back to school%2C some students accused Samantha furiously of hacking the popular boy's Instagram account.","M","o",6.07764224334903
"25336","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",73,0,"HARPSICHORD-OBJ-Match","14",10,"of hacking",697,"As soon as she got back to school%2C some students accused Samantha furiously of hacking the popular boy's Instagram account.","M","o",6.54678541076052
"25337","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",73,0,"HARPSICHORD-OBJ-Match","14",11,"the popular boy's",736,"As soon as she got back to school%2C some students accused Samantha furiously of hacking the popular boy's Instagram account.","M","o",6.60123011872888
"25338","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",73,0,"HARPSICHORD-OBJ-Match","14",12,"Instagram",1042,"As soon as she got back to school%2C some students accused Samantha furiously of hacking the popular boy's Instagram account.","M","o",6.94889722231331
"25339","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",73,0,"HARPSICHORD-OBJ-Match","14",13,"account.",417,"As soon as she got back to school%2C some students accused Samantha furiously of hacking the popular boy's Instagram account.","M","o",6.0330862217988
"26196","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",62,0,"HARPSICHORD-OBJ-Misma","11",1,"When",195,"When she was off duty%2C some of the investigators contacted Michael confidentially to ask about the officer's behavior.","MM","o",5.27299955856375
"26210","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",62,0,"HARPSICHORD-OBJ-Misma","11",2,"she",281,"When she was off duty%2C some of the investigators contacted Michael confidentially to ask about the officer's behavior.","MM","o",5.63835466933375
"26211","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",62,0,"HARPSICHORD-OBJ-Misma","11",3,"was",245,"When she was off duty%2C some of the investigators contacted Michael confidentially to ask about the officer's behavior.","MM","o",5.50125821054473
"26212","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",62,0,"HARPSICHORD-OBJ-Misma","11",4,"off duty%2C",436,"When she was off duty%2C some of the investigators contacted Michael confidentially to ask about the officer's behavior.","MM","o",6.07764224334903
"26213","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",62,0,"HARPSICHORD-OBJ-Misma","11",5,"some of the",933,"When she was off duty%2C some of the investigators contacted Michael confidentially to ask about the officer's behavior.","MM","o",6.83840520084734
"26214","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",62,0,"HARPSICHORD-OBJ-Misma","11",6,"investigators",251,"When she was off duty%2C some of the investigators contacted Michael confidentially to ask about the officer's behavior.","MM","o",5.52545293913178
"26215","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",62,0,"HARPSICHORD-OBJ-Misma","11",7,"contacted",1042,"When she was off duty%2C some of the investigators contacted Michael confidentially to ask about the officer's behavior.","MM","o",6.94889722231331
"26216","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",62,0,"HARPSICHORD-OBJ-Misma","11",8,"Michael",270,"When she was off duty%2C some of the investigators contacted Michael confidentially to ask about the officer's behavior.","MM","o",5.59842195899838
"26217","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",62,0,"HARPSICHORD-OBJ-Misma","11",9,"confidentially",943,"When she was off duty%2C some of the investigators contacted Michael confidentially to ask about the officer's behavior.","MM","o",6.84906628263346
"26218","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",62,0,"HARPSICHORD-OBJ-Misma","11",10,"to ask",441,"When she was off duty%2C some of the investigators contacted Michael confidentially to ask about the officer's behavior.","MM","o",6.08904487544685
"26219","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",62,0,"HARPSICHORD-OBJ-Misma","11",11,"about",441,"When she was off duty%2C some of the investigators contacted Michael confidentially to ask about the officer's behavior.","MM","o",6.08904487544685
"26220","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",62,0,"HARPSICHORD-OBJ-Misma","11",12,"the officer's",390,"When she was off duty%2C some of the investigators contacted Michael confidentially to ask about the officer's behavior.","MM","o",5.96614673912369
"26221","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",62,0,"HARPSICHORD-OBJ-Misma","11",13,"behavior.",401,"When she was off duty%2C some of the investigators contacted Michael confidentially to ask about the officer's behavior.","MM","o",5.99396142730657
"26961","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",25,0,"HARPSICHORD-OBJ-Match","2",1,"After",172,"After he had read the report%2C a couple of employees accompanied Brandon calmly to the office of the manager.","M","o",5.14749447681345
"26975","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",25,0,"HARPSICHORD-OBJ-Match","2",2,"he",205,"After he had read the report%2C a couple of employees accompanied Brandon calmly to the office of the manager.","M","o",5.32300997913841
"26976","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",25,0,"HARPSICHORD-OBJ-Match","2",3,"had read",406,"After he had read the report%2C a couple of employees accompanied Brandon calmly to the office of the manager.","M","o",6.00635315960173
"26977","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",25,0,"HARPSICHORD-OBJ-Match","2",4,"the report%2C",285,"After he had read the report%2C a couple of employees accompanied Brandon calmly to the office of the manager.","M","o",5.65248918026865
"26978","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",25,0,"HARPSICHORD-OBJ-Match","2",5,"a couple of",612,"After he had read the report%2C a couple of employees accompanied Brandon calmly to the office of the manager.","M","o",6.41673228251233
"26979","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",25,0,"HARPSICHORD-OBJ-Match","2",6,"employees",421,"After he had read the report%2C a couple of employees accompanied Brandon calmly to the office of the manager.","M","o",6.04263283368238
"26980","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",25,0,"HARPSICHORD-OBJ-Match","2",7,"accompanied",611,"After he had read the report%2C a couple of employees accompanied Brandon calmly to the office of the manager.","M","o",6.4150969591716
"26981","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",25,0,"HARPSICHORD-OBJ-Match","2",8,"Brandon",296,"After he had read the report%2C a couple of employees accompanied Brandon calmly to the office of the manager.","M","o",5.69035945432406
"26982","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",25,0,"HARPSICHORD-OBJ-Match","2",9,"calmly",616,"After he had read the report%2C a couple of employees accompanied Brandon calmly to the office of the manager.","M","o",6.42324696353352
"26983","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",25,0,"HARPSICHORD-OBJ-Match","2",10,"to",877,"After he had read the report%2C a couple of employees accompanied Brandon calmly to the office of the manager.","M","o",6.77650699237218
"26984","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",25,0,"HARPSICHORD-OBJ-Match","2",11,"the office",336,"After he had read the report%2C a couple of employees accompanied Brandon calmly to the office of the manager.","M","o",5.8171111599632
"26985","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",25,0,"HARPSICHORD-OBJ-Match","2",12,"of",517,"After he had read the report%2C a couple of employees accompanied Brandon calmly to the office of the manager.","M","o",6.24804287450843
"26986","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",25,0,"HARPSICHORD-OBJ-Match","2",13,"the manager.",440,"After he had read the report%2C a couple of employees accompanied Brandon calmly to the office of the manager.","M","o",6.08677472691231
"27347","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",46,0,"HARPSICHORD-OBJ-Misma","7",1,"While",260,"While she prepared the presentation%2C a number of colleagues lectured Philip enthusiastically about the superiority of KeyNote over PowerPoint%2C Jane remembered.","MM","o",5.56068163101553
"27361","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",46,0,"HARPSICHORD-OBJ-Misma","7",2,"she",201,"While she prepared the presentation%2C a number of colleagues lectured Philip enthusiastically about the superiority of KeyNote over PowerPoint%2C Jane remembered.","MM","o",5.30330490805908
"27362","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",46,0,"HARPSICHORD-OBJ-Misma","7",3,"prepared",185,"While she prepared the presentation%2C a number of colleagues lectured Philip enthusiastically about the superiority of KeyNote over PowerPoint%2C Jane remembered.","MM","o",5.22035582507832
"27363","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",46,0,"HARPSICHORD-OBJ-Misma","7",4,"the presentation%2C",1052,"While she prepared the presentation%2C a number of colleagues lectured Philip enthusiastically about the superiority of KeyNote over PowerPoint%2C Jane remembered.","MM","o",6.95844839329766
"27364","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",46,0,"HARPSICHORD-OBJ-Misma","7",5,"a number of",286,"While she prepared the presentation%2C a number of colleagues lectured Philip enthusiastically about the superiority of KeyNote over PowerPoint%2C Jane remembered.","MM","o",5.65599181081985
"27365","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",46,0,"HARPSICHORD-OBJ-Misma","7",6,"colleagues",180,"While she prepared the presentation%2C a number of colleagues lectured Philip enthusiastically about the superiority of KeyNote over PowerPoint%2C Jane remembered.","MM","o",5.19295685089021
"27366","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",46,0,"HARPSICHORD-OBJ-Misma","7",7,"lectured",858,"While she prepared the presentation%2C a number of colleagues lectured Philip enthusiastically about the superiority of KeyNote over PowerPoint%2C Jane remembered.","MM","o",6.75460409948796
"27367","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",46,0,"HARPSICHORD-OBJ-Misma","7",8,"Philip",486,"While she prepared the presentation%2C a number of colleagues lectured Philip enthusiastically about the superiority of KeyNote over PowerPoint%2C Jane remembered.","MM","o",6.18620862390049
"27368","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",46,0,"HARPSICHORD-OBJ-Misma","7",9,"enthusiastically",491,"While she prepared the presentation%2C a number of colleagues lectured Philip enthusiastically about the superiority of KeyNote over PowerPoint%2C Jane remembered.","MM","o",6.19644412779452
"27369","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",46,0,"HARPSICHORD-OBJ-Misma","7",10,"about",807,"While she prepared the presentation%2C a number of colleagues lectured Philip enthusiastically about the superiority of KeyNote over PowerPoint%2C Jane remembered.","MM","o",6.69332366826995
"27370","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",46,0,"HARPSICHORD-OBJ-Misma","7",11,"the superiority",2225,"While she prepared the presentation%2C a number of colleagues lectured Philip enthusiastically about the superiority of KeyNote over PowerPoint%2C Jane remembered.","MM","o",7.70751219460034
"27371","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",46,0,"HARPSICHORD-OBJ-Misma","7",12,"of KeyNote",1964,"While she prepared the presentation%2C a number of colleagues lectured Philip enthusiastically about the superiority of KeyNote over PowerPoint%2C Jane remembered.","MM","o",7.58273848891441
"27372","14933e29134ae45dbac1e48feef8a532","EPDashedSentence",46,0,"HARPSICHORD-OBJ-Misma","7",13,"over",722,"While she prepared the presentation%2C a number of colleagues lectured Philip enthusiastically about the superiority of KeyNote over PowerPoint%2C Jane remembered.","MM","o",6.58202513889283
